,state,season,mmwr_week,age_category,sex,race,rate,HHS_region
352,Oregon,2017,Overall,----85+ years,Female,"Black, non-Hispanic",0,10
353,Oregon,2017,Overall,----85+ years,Female,Hispanic,0,10
354,Oregon,2017,Overall,----85+ years,Female,"White, non-Hispanic",251,10
355,Oregon,2017,Overall,----85+ years,Male,"A/PI, non-Hispanic",165.6,10
356,Oregon,2017,Overall,----85+ years,Male,"AI/AN, non-Hispanic",0,10
357,Oregon,2017,Overall,----85+ years,Male,"Black, non-Hispanic",0,10
358,Oregon,2017,Overall,----85+ years,Male,Hispanic,343.6,10
359,Oregon,2017,Overall,----85+ years,Male,"White, non-Hispanic",243.9,10
360,Tennessee,2017,Overall,----18-29 years,Female,"A/PI, non-Hispanic",0,4
361,Tennessee,2017,Overall,----18-29 years,Female,"AI/AN, non-Hispanic",0,4
362,Tennessee,2017,Overall,----18-29 years,Female,"Black, non-Hispanic",3.2,4
363,Tennessee,2017,Overall,----18-29 years,Female,Hispanic,0,4
364,Tennessee,2017,Overall,----18-29 years,Female,"White, non-Hispanic",1,4
365,Tennessee,2017,Overall,----18-29 years,Male,"A/PI, non-Hispanic",0,4
366,Tennessee,2017,Overall,----18-29 years,Male,"AI/AN, non-Hispanic",0,4
367,Tennessee,2017,Overall,----18-29 years,Male,"Black, non-Hispanic",0,4
368,Tennessee,2017,Overall,----18-29 years,Male,Hispanic,0,4
369,Tennessee,2017,Overall,----18-29 years,Male,"White, non-Hispanic",0,4
370,Tennessee,2017,Overall,----30-39 years,Female,"A/PI, non-Hispanic",0,4
371,Tennessee,2017,Overall,----30-39 years,Female,"AI/AN, non-Hispanic",0,4
372,Tennessee,2017,Overall,----30-39 years,Female,"Black, non-Hispanic",0,4
373,Tennessee,2017,Overall,----30-39 years,Female,Hispanic,10.2,4
374,Tennessee,2017,Overall,----30-39 years,Female,"White, non-Hispanic",3.3,4
375,Tennessee,2017,Overall,----30-39 years,Male,"A/PI, non-Hispanic",0,4
376,Tennessee,2017,Overall,----30-39 years,Male,"AI/AN, non-Hispanic",0,4
377,Tennessee,2017,Overall,----30-39 years,Male,"Black, non-Hispanic",0,4
378,Tennessee,2017,Overall,----30-39 years,Male,Hispanic,0,4
379,Tennessee,2017,Overall,----30-39 years,Male,"White, non-Hispanic",1.1,4
380,Tennessee,2017,Overall,----40-49 years,Female,"A/PI, non-Hispanic",0,4
381,Tennessee,2017,Overall,----40-49 years,Female,"AI/AN, non-Hispanic",0,4
382,Tennessee,2017,Overall,----40-49 years,Female,"Black, non-Hispanic",5.2,4
383,Tennessee,2017,Overall,----40-49 years,Female,Hispanic,0,4
384,Tennessee,2017,Overall,----40-49 years,Female,"White, non-Hispanic",4.8,4
385,Tennessee,2017,Overall,----40-49 years,Male,"A/PI, non-Hispanic",0,4
386,Tennessee,2017,Overall,----40-49 years,Male,"AI/AN, non-Hispanic",0,4
387,Tennessee,2017,Overall,----40-49 years,Male,"Black, non-Hispanic",6.1,4
388,Tennessee,2017,Overall,----40-49 years,Male,Hispanic,0,4
389,Tennessee,2017,Overall,----40-49 years,Male,"White, non-Hispanic",3.7,4
390,Tennessee,2017,Overall,----65-74 years,Female,"A/PI, non-Hispanic",0,4
391,Tennessee,2017,Overall,----65-74 years,Female,"AI/AN, non-Hispanic",0,4
392,Tennessee,2017,Overall,----65-74 years,Female,"Black, non-Hispanic",0,4
393,Tennessee,2017,Overall,----65-74 years,Female,Hispanic,0,4
394,Tennessee,2017,Overall,----65-74 years,Female,"White, non-Hispanic",20.2,4
395,Tennessee,2017,Overall,----65-74 years,Male,"A/PI, non-Hispanic",0,4
396,Tennessee,2017,Overall,----65-74 years,Male,"AI/AN, non-Hispanic",0,4
397,Tennessee,2017,Overall,----65-74 years,Male,"Black, non-Hispanic",28.5,4
398,Tennessee,2017,Overall,----65-74 years,Male,Hispanic,0,4
399,Tennessee,2017,Overall,----65-74 years,Male,"White, non-Hispanic",19.1,4
400,Tennessee,2017,Overall,----75-84 years,Female,"A/PI, non-Hispanic",0,4
401,Tennessee,2017,Overall,----75-84 years,Female,"AI/AN, non-Hispanic",0,4
402,Tennessee,2017,Overall,----75-84 years,Female,"Black, non-Hispanic",25.1,4
403,Tennessee,2017,Overall,----75-84 years,Female,Hispanic,0,4
404,Tennessee,2017,Overall,----75-84 years,Female,"White, non-Hispanic",30.7,4
405,Tennessee,2017,Overall,----75-84 years,Male,"A/PI, non-Hispanic",0,4
406,Tennessee,2017,Overall,----75-84 years,Male,"AI/AN, non-Hispanic",0,4
407,Tennessee,2017,Overall,----75-84 years,Male,"Black, non-Hispanic",0,4
408,Tennessee,2017,Overall,----75-84 years,Male,Hispanic,0,4
409,Tennessee,2017,Overall,----75-84 years,Male,"White, non-Hispanic",27.3,4
410,Tennessee,2017,Overall,----85+ years,Female,"A/PI, non-Hispanic",0,4
411,Tennessee,2017,Overall,----85+ years,Female,"AI/AN, non-Hispanic",0,4
412,Tennessee,2017,Overall,----85+ years,Female,"Black, non-Hispanic",0,4
413,Tennessee,2017,Overall,----85+ years,Female,Hispanic,0,4
414,Tennessee,2017,Overall,----85+ years,Female,"White, non-Hispanic",44.2,4
415,Tennessee,2017,Overall,----85+ years,Male,"A/PI, non-Hispanic",0,4
416,Tennessee,2017,Overall,----85+ years,Male,"AI/AN, non-Hispanic",0,4
417,Tennessee,2017,Overall,----85+ years,Male,"Black, non-Hispanic",0,4
418,Tennessee,2017,Overall,----85+ years,Male,Hispanic,699.3,4
419,Tennessee,2017,Overall,----85+ years,Male,"White, non-Hispanic",14.6,4
420,California,2018,Overall,----18-29 years,Female,"A/PI, non-Hispanic",1.1,9
421,California,2018,Overall,----18-29 years,Female,"AI/AN, non-Hispanic",0,9
422,California,2018,Overall,----18-29 years,Female,"Black, non-Hispanic",6.5,9
423,California,2018,Overall,----18-29 years,Female,Hispanic,3.9,9
424,California,2018,Overall,----18-29 years,Female,"White, non-Hispanic",2,9
425,California,2018,Overall,----18-29 years,Male,"A/PI, non-Hispanic",1.2,9
426,California,2018,Overall,----18-29 years,Male,"AI/AN, non-Hispanic",0,9
427,California,2018,Overall,----18-29 years,Male,"Black, non-Hispanic",3.1,9
428,California,2018,Overall,----18-29 years,Male,Hispanic,1.3,9
429,California,2018,Overall,----18-29 years,Male,"White, non-Hispanic",1.9,9
430,California,2018,Overall,----30-39 years,Female,"A/PI, non-Hispanic",0,9
431,California,2018,Overall,----30-39 years,Female,"AI/AN, non-Hispanic",0,9
432,California,2018,Overall,----30-39 years,Female,"Black, non-Hispanic",3.9,9
433,California,2018,Overall,----30-39 years,Female,Hispanic,4.7,9
434,California,2018,Overall,----30-39 years,Female,"White, non-Hispanic",3.6,9
435,California,2018,Overall,----30-39 years,Male,"A/PI, non-Hispanic",0,9
436,California,2018,Overall,----30-39 years,Male,"AI/AN, non-Hispanic",102.5,9
437,California,2018,Overall,----30-39 years,Male,"Black, non-Hispanic",4.1,9
438,California,2018,Overall,----30-39 years,Male,Hispanic,1.4,9
439,California,2018,Overall,----30-39 years,Male,"White, non-Hispanic",1.6,9
440,California,2018,Overall,----40-49 years,Female,"A/PI, non-Hispanic",0,9
441,California,2018,Overall,----40-49 years,Female,"AI/AN, non-Hispanic",0,9
442,California,2018,Overall,----40-49 years,Female,"Black, non-Hispanic",17.5,9
443,California,2018,Overall,----40-49 years,Female,Hispanic,5.6,9
444,California,2018,Overall,----40-49 years,Female,"White, non-Hispanic",3.4,9
445,California,2018,Overall,----40-49 years,Male,"A/PI, non-Hispanic",1.3,9
446,California,2018,Overall,----40-49 years,Male,"AI/AN, non-Hispanic",0,9
447,California,2018,Overall,----40-49 years,Male,"Black, non-Hispanic",9.7,9
448,California,2018,Overall,----40-49 years,Male,Hispanic,6.9,9
449,California,2018,Overall,----40-49 years,Male,"White, non-Hispanic",5,9
450,California,2018,Overall,----65-74 years,Female,"A/PI, non-Hispanic",22.9,9
451,California,2018,Overall,----65-74 years,Female,"AI/AN, non-Hispanic",0,9
452,California,2018,Overall,----65-74 years,Female,"Black, non-Hispanic",48.2,9
453,California,2018,Overall,----65-74 years,Female,Hispanic,36.7,9
454,California,2018,Overall,----65-74 years,Female,"White, non-Hispanic",52,9
455,California,2018,Overall,----65-74 years,Male,"A/PI, non-Hispanic",23.7,9
456,California,2018,Overall,----65-74 years,Male,"AI/AN, non-Hispanic",0,9
457,California,2018,Overall,----65-74 years,Male,"Black, non-Hispanic",53.7,9
458,California,2018,Overall,----65-74 years,Male,Hispanic,50.9,9
459,California,2018,Overall,----65-74 years,Male,"White, non-Hispanic",52,9
460,California,2018,Overall,----75-84 years,Female,"A/PI, non-Hispanic",78.2,9
461,California,2018,Overall,----75-84 years,Female,"AI/AN, non-Hispanic",0,9
462,California,2018,Overall,----75-84 years,Female,"Black, non-Hispanic",86,9
463,California,2018,Overall,----75-84 years,Female,Hispanic,101.1,9
464,California,2018,Overall,----75-84 years,Female,"White, non-Hispanic",122,9
465,California,2018,Overall,----75-84 years,Male,"A/PI, non-Hispanic",104,9
466,California,2018,Overall,----75-84 years,Male,"AI/AN, non-Hispanic",502.5,9
467,California,2018,Overall,----75-84 years,Male,"Black, non-Hispanic",105.6,9
468,California,2018,Overall,----75-84 years,Male,Hispanic,15.2,9
469,California,2018,Overall,----75-84 years,Male,"White, non-Hispanic",85,9
470,California,2018,Overall,----85+ years,Female,"A/PI, non-Hispanic",246.1,9
471,California,2018,Overall,----85+ years,Female,"AI/AN, non-Hispanic",0,9
472,California,2018,Overall,----85+ years,Female,"Black, non-Hispanic",244.7,9
473,California,2018,Overall,----85+ years,Female,Hispanic,140,9
474,California,2018,Overall,----85+ years,Female,"White, non-Hispanic",273.9,9
475,California,2018,Overall,----85+ years,Male,"A/PI, non-Hispanic",178.9,9
476,California,2018,Overall,----85+ years,Male,"AI/AN, non-Hispanic",0,9
477,California,2018,Overall,----85+ years,Male,"Black, non-Hispanic",269.3,9
478,California,2018,Overall,----85+ years,Male,Hispanic,109.3,9
479,California,2018,Overall,----85+ years,Male,"White, non-Hispanic",192.4,9
480,Georgia,2018,Overall,----18-29 years,Female,"A/PI, non-Hispanic",0,4
481,Georgia,2018,Overall,----18-29 years,Female,"AI/AN, non-Hispanic",0,4
482,Georgia,2018,Overall,----18-29 years,Female,"Black, non-Hispanic",3.6,4
483,Georgia,2018,Overall,----18-29 years,Female,Hispanic,2.3,4
484,Georgia,2018,Overall,----18-29 years,Female,"White, non-Hispanic",0,4
485,Georgia,2018,Overall,----18-29 years,Male,"A/PI, non-Hispanic",0,4
486,Georgia,2018,Overall,----18-29 years,Male,"AI/AN, non-Hispanic",0,4
487,Georgia,2018,Overall,----18-29 years,Male,"Black, non-Hispanic",0.6,4
488,Georgia,2018,Overall,----18-29 years,Male,Hispanic,2.1,4
489,Georgia,2018,Overall,----18-29 years,Male,"White, non-Hispanic",0,4
490,Georgia,2018,Overall,----30-39 years,Female,"A/PI, non-Hispanic",3.5,4
491,Georgia,2018,Overall,----30-39 years,Female,"AI/AN, non-Hispanic",0,4
492,Georgia,2018,Overall,----30-39 years,Female,"Black, non-Hispanic",1.4,4
493,Georgia,2018,Overall,----30-39 years,Female,Hispanic,0,4
494,Georgia,2018,Overall,----30-39 years,Female,"White, non-Hispanic",1,4
495,Georgia,2018,Overall,----30-39 years,Male,"A/PI, non-Hispanic",0,4
496,Georgia,2018,Overall,----30-39 years,Male,"AI/AN, non-Hispanic",0,4
497,Georgia,2018,Overall,----30-39 years,Male,"Black, non-Hispanic",0.9,4
498,Georgia,2018,Overall,----30-39 years,Male,Hispanic,2.4,4
499,Georgia,2018,Overall,----30-39 years,Male,"White, non-Hispanic",0,4
500,Georgia,2018,Overall,----40-49 years,Female,"A/PI, non-Hispanic",3.7,4
501,Georgia,2018,Overall,----40-49 years,Female,"AI/AN, non-Hispanic",0,4
502,Georgia,2018,Overall,----40-49 years,Female,"Black, non-Hispanic",5.1,4
503,Georgia,2018,Overall,----40-49 years,Female,Hispanic,0,4
504,Georgia,2018,Overall,----40-49 years,Female,"White, non-Hispanic",4.7,4
505,Georgia,2018,Overall,----40-49 years,Male,"A/PI, non-Hispanic",0,4
506,Georgia,2018,Overall,----40-49 years,Male,"AI/AN, non-Hispanic",0,4
507,Georgia,2018,Overall,----40-49 years,Male,"Black, non-Hispanic",4.7,4
508,Georgia,2018,Overall,----40-49 years,Male,Hispanic,0,4
509,Georgia,2018,Overall,----40-49 years,Male,"White, non-Hispanic",1.9,4
510,Georgia,2018,Overall,----65-74 years,Female,"A/PI, non-Hispanic",10,4
511,Georgia,2018,Overall,----65-74 years,Female,"AI/AN, non-Hispanic",0,4
512,Georgia,2018,Overall,----65-74 years,Female,"Black, non-Hispanic",20.2,4
513,Georgia,2018,Overall,----65-74 years,Female,Hispanic,0,4
514,Georgia,2018,Overall,----65-74 years,Female,"White, non-Hispanic",15.1,4
515,Georgia,2018,Overall,----65-74 years,Male,"A/PI, non-Hispanic",0,4
516,Georgia,2018,Overall,----65-74 years,Male,"AI/AN, non-Hispanic",0,4
517,Georgia,2018,Overall,----65-74 years,Male,"Black, non-Hispanic",11.4,4
518,Georgia,2018,Overall,----65-74 years,Male,Hispanic,33.8,4
519,Georgia,2018,Overall,----65-74 years,Male,"White, non-Hispanic",18.7,4
520,Georgia,2018,Overall,----75-84 years,Female,"A/PI, non-Hispanic",24.3,4
521,Georgia,2018,Overall,----75-84 years,Female,"AI/AN, non-Hispanic",0,4
522,Georgia,2018,Overall,----75-84 years,Female,"Black, non-Hispanic",33.1,4
523,Georgia,2018,Overall,----75-84 years,Female,Hispanic,70.4,4
524,Georgia,2018,Overall,----75-84 years,Female,"White, non-Hispanic",33.4,4
525,Georgia,2018,Overall,----75-84 years,Male,"A/PI, non-Hispanic",26.8,4
526,Georgia,2018,Overall,----75-84 years,Male,"AI/AN, non-Hispanic",0,4
527,Georgia,2018,Overall,----75-84 years,Male,"Black, non-Hispanic",33.9,4
528,Georgia,2018,Overall,----75-84 years,Male,Hispanic,0,4
529,Georgia,2018,Overall,----75-84 years,Male,"White, non-Hispanic",18.6,4
530,Georgia,2018,Overall,----85+ years,Female,"A/PI, non-Hispanic",87.3,4
531,Georgia,2018,Overall,----85+ years,Female,"AI/AN, non-Hispanic",0,4
532,Georgia,2018,Overall,----85+ years,Female,"Black, non-Hispanic",68.2,4
533,Georgia,2018,Overall,----85+ years,Female,Hispanic,164.9,4
534,Georgia,2018,Overall,----85+ years,Female,"White, non-Hispanic",94,4
535,Georgia,2018,Overall,----85+ years,Male,"A/PI, non-Hispanic",111.7,4
536,Georgia,2018,Overall,----85+ years,Male,"AI/AN, non-Hispanic",3571.4,4
537,Georgia,2018,Overall,----85+ years,Male,"Black, non-Hispanic",0,4
538,Georgia,2018,Overall,----85+ years,Male,Hispanic,365.6,4
539,Georgia,2018,Overall,----85+ years,Male,"White, non-Hispanic",90.9,4
540,Maryland,2018,Overall,----18-29 years,Female,"A/PI, non-Hispanic",0,3
541,Maryland,2018,Overall,----18-29 years,Female,"AI/AN, non-Hispanic",0,3
542,Maryland,2018,Overall,----18-29 years,Female,"Black, non-Hispanic",5.2,3
543,Maryland,2018,Overall,----18-29 years,Female,Hispanic,0,3
544,Maryland,2018,Overall,----18-29 years,Female,"White, non-Hispanic",1.8,3
545,Maryland,2018,Overall,----18-29 years,Male,"A/PI, non-Hispanic",14,3
546,Maryland,2018,Overall,----18-29 years,Male,"AI/AN, non-Hispanic",0,3
547,Maryland,2018,Overall,----18-29 years,Male,"Black, non-Hispanic",2.7,3
548,Maryland,2018,Overall,----18-29 years,Male,Hispanic,0,3
549,Maryland,2018,Overall,----18-29 years,Male,"White, non-Hispanic",0.8,3
550,Maryland,2018,Overall,----30-39 years,Female,"A/PI, non-Hispanic",6.1,3
551,Maryland,2018,Overall,----30-39 years,Female,"AI/AN, non-Hispanic",0,3
552,Maryland,2018,Overall,----30-39 years,Female,"Black, non-Hispanic",3.1,3
553,Maryland,2018,Overall,----30-39 years,Female,Hispanic,0,3
554,Maryland,2018,Overall,----30-39 years,Female,"White, non-Hispanic",2.9,3
555,Maryland,2018,Overall,----30-39 years,Male,"A/PI, non-Hispanic",0,3
556,Maryland,2018,Overall,----30-39 years,Male,"AI/AN, non-Hispanic",0,3
557,Maryland,2018,Overall,----30-39 years,Male,"Black, non-Hispanic",1.9,3
558,Maryland,2018,Overall,----30-39 years,Male,Hispanic,6.3,3
559,Maryland,2018,Overall,----30-39 years,Male,"White, non-Hispanic",2.9,3
560,Maryland,2018,Overall,----40-49 years,Female,"A/PI, non-Hispanic",0,3
561,Maryland,2018,Overall,----40-49 years,Female,"AI/AN, non-Hispanic",0,3
562,Maryland,2018,Overall,----40-49 years,Female,"Black, non-Hispanic",5.2,3
563,Maryland,2018,Overall,----40-49 years,Female,Hispanic,0,3
564,Maryland,2018,Overall,----40-49 years,Female,"White, non-Hispanic",5.4,3
565,Maryland,2018,Overall,----40-49 years,Male,"A/PI, non-Hispanic",0,3
566,Maryland,2018,Overall,----40-49 years,Male,"AI/AN, non-Hispanic",0,3
567,Maryland,2018,Overall,----40-49 years,Male,"Black, non-Hispanic",10.7,3
568,Maryland,2018,Overall,----40-49 years,Male,Hispanic,0,3
569,Maryland,2018,Overall,----40-49 years,Male,"White, non-Hispanic",1.1,3
570,Maryland,2018,Overall,----65-74 years,Female,"A/PI, non-Hispanic",33.8,3
571,Maryland,2018,Overall,----65-74 years,Female,"AI/AN, non-Hispanic",0,3
572,Maryland,2018,Overall,----65-74 years,Female,"Black, non-Hispanic",39.8,3
573,Maryland,2018,Overall,----65-74 years,Female,Hispanic,0,3
574,Maryland,2018,Overall,----65-74 years,Female,"White, non-Hispanic",22.4,3
575,Maryland,2018,Overall,----65-74 years,Male,"A/PI, non-Hispanic",0,3
576,Maryland,2018,Overall,----65-74 years,Male,"AI/AN, non-Hispanic",0,3
577,Maryland,2018,Overall,----65-74 years,Male,"Black, non-Hispanic",46.8,3
578,Maryland,2018,Overall,----65-74 years,Male,Hispanic,0,3
579,Maryland,2018,Overall,----65-74 years,Male,"White, non-Hispanic",23.9,3
580,Maryland,2018,Overall,----75-84 years,Female,"A/PI, non-Hispanic",0,3
581,Maryland,2018,Overall,----75-84 years,Female,"AI/AN, non-Hispanic",0,3
582,Maryland,2018,Overall,----75-84 years,Female,"Black, non-Hispanic",44.3,3
583,Maryland,2018,Overall,----75-84 years,Female,Hispanic,281.2,3
584,Maryland,2018,Overall,----75-84 years,Female,"White, non-Hispanic",61.7,3
585,Maryland,2018,Overall,----75-84 years,Male,"A/PI, non-Hispanic",84,3
586,Maryland,2018,Overall,----75-84 years,Male,"AI/AN, non-Hispanic",0,3
587,Maryland,2018,Overall,----75-84 years,Male,"Black, non-Hispanic",37.8,3
588,Maryland,2018,Overall,----75-84 years,Male,Hispanic,0,3
589,Maryland,2018,Overall,----75-84 years,Male,"White, non-Hispanic",59.4,3
590,Maryland,2018,Overall,----85+ years,Female,"A/PI, non-Hispanic",105.8,3
591,Maryland,2018,Overall,----85+ years,Female,"AI/AN, non-Hispanic",0,3
592,Maryland,2018,Overall,----85+ years,Female,"Black, non-Hispanic",50,3
593,Maryland,2018,Overall,----85+ years,Female,Hispanic,180.5,3
594,Maryland,2018,Overall,----85+ years,Female,"White, non-Hispanic",100,3
595,Maryland,2018,Overall,----85+ years,Male,"A/PI, non-Hispanic",283.3,3
596,Maryland,2018,Overall,----85+ years,Male,"AI/AN, non-Hispanic",0,3
597,Maryland,2018,Overall,----85+ years,Male,"Black, non-Hispanic",30.3,3
598,Maryland,2018,Overall,----85+ years,Male,Hispanic,0,3
599,Maryland,2018,Overall,----85+ years,Male,"White, non-Hispanic",82.8,3
600,Minnesota,2018,Overall,----18-29 years,Female,"A/PI, non-Hispanic",0,5
601,Minnesota,2018,Overall,----18-29 years,Female,"AI/AN, non-Hispanic",0,5
602,Minnesota,2018,Overall,----18-29 years,Female,"Black, non-Hispanic",6.2,5
603,Minnesota,2018,Overall,----18-29 years,Female,Hispanic,0,5
604,Minnesota,2018,Overall,----18-29 years,Female,"White, non-Hispanic",0,5
605,Minnesota,2018,Overall,----18-29 years,Male,"A/PI, non-Hispanic",0,5
606,Minnesota,2018,Overall,----18-29 years,Male,"AI/AN, non-Hispanic",0,5
607,Minnesota,2018,Overall,----18-29 years,Male,"Black, non-Hispanic",3.1,5
608,Minnesota,2018,Overall,----18-29 years,Male,Hispanic,0,5
609,Minnesota,2018,Overall,----18-29 years,Male,"White, non-Hispanic",0.6,5
610,Minnesota,2018,Overall,----30-39 years,Female,"A/PI, non-Hispanic",0,5
611,Minnesota,2018,Overall,----30-39 years,Female,"AI/AN, non-Hispanic",0,5
612,Minnesota,2018,Overall,----30-39 years,Female,"Black, non-Hispanic",7.5,5
613,Minnesota,2018,Overall,----30-39 years,Female,Hispanic,0,5
614,Minnesota,2018,Overall,----30-39 years,Female,"White, non-Hispanic",1.9,5
615,Minnesota,2018,Overall,----30-39 years,Male,"A/PI, non-Hispanic",0,5
616,Minnesota,2018,Overall,----30-39 years,Male,"AI/AN, non-Hispanic",0,5
617,Minnesota,2018,Overall,----30-39 years,Male,"Black, non-Hispanic",0,5
618,Minnesota,2018,Overall,----30-39 years,Male,Hispanic,0,5
619,Minnesota,2018,Overall,----30-39 years,Male,"White, non-Hispanic",1.2,5
620,Minnesota,2018,Overall,----40-49 years,Female,"A/PI, non-Hispanic",0,5
621,Minnesota,2018,Overall,----40-49 years,Female,"AI/AN, non-Hispanic",0,5
622,Minnesota,2018,Overall,----40-49 years,Female,"Black, non-Hispanic",15.4,5
623,Minnesota,2018,Overall,----40-49 years,Female,Hispanic,0,5
624,Minnesota,2018,Overall,----40-49 years,Female,"White, non-Hispanic",5,5
625,Minnesota,2018,Overall,----40-49 years,Male,"A/PI, non-Hispanic",6.2,5
626,Minnesota,2018,Overall,----40-49 years,Male,"AI/AN, non-Hispanic",0,5
627,Minnesota,2018,Overall,----40-49 years,Male,"Black, non-Hispanic",15.3,5
628,Minnesota,2018,Overall,----40-49 years,Male,Hispanic,0,5
629,Minnesota,2018,Overall,----40-49 years,Male,"White, non-Hispanic",1.4,5
630,Minnesota,2018,Overall,----65-74 years,Female,"A/PI, non-Hispanic",19,5
631,Minnesota,2018,Overall,----65-74 years,Female,"AI/AN, non-Hispanic",151.7,5
632,Minnesota,2018,Overall,----65-74 years,Female,"Black, non-Hispanic",15.6,5
633,Minnesota,2018,Overall,----65-74 years,Female,Hispanic,38.8,5
634,Minnesota,2018,Overall,----65-74 years,Female,"White, non-Hispanic",12.3,5
635,Minnesota,2018,Overall,----65-74 years,Male,"A/PI, non-Hispanic",23.5,5
636,Minnesota,2018,Overall,----65-74 years,Male,"AI/AN, non-Hispanic",0,5
637,Minnesota,2018,Overall,----65-74 years,Male,"Black, non-Hispanic",18.7,5
638,Minnesota,2018,Overall,----65-74 years,Male,Hispanic,43.2,5
639,Minnesota,2018,Overall,----65-74 years,Male,"White, non-Hispanic",9.3,5
640,Minnesota,2018,Overall,----75-84 years,Female,"A/PI, non-Hispanic",41.3,5
641,Minnesota,2018,Overall,----75-84 years,Female,"AI/AN, non-Hispanic",0,5
642,Minnesota,2018,Overall,----75-84 years,Female,"Black, non-Hispanic",36.6,5
643,Minnesota,2018,Overall,----75-84 years,Female,Hispanic,0,5
644,Minnesota,2018,Overall,----75-84 years,Female,"White, non-Hispanic",38.8,5
645,Minnesota,2018,Overall,----75-84 years,Male,"A/PI, non-Hispanic",114.2,5
646,Minnesota,2018,Overall,----75-84 years,Male,"AI/AN, non-Hispanic",0,5
647,Minnesota,2018,Overall,----75-84 years,Male,"Black, non-Hispanic",0,5
648,Minnesota,2018,Overall,----75-84 years,Male,Hispanic,0,5
649,Minnesota,2018,Overall,----75-84 years,Male,"White, non-Hispanic",29.6,5
650,Minnesota,2018,Overall,----85+ years,Female,"A/PI, non-Hispanic",103.4,5
651,Minnesota,2018,Overall,----85+ years,Female,"AI/AN, non-Hispanic",0,5
652,Minnesota,2018,Overall,----85+ years,Female,"Black, non-Hispanic",110.5,5
653,Minnesota,2018,Overall,----85+ years,Female,Hispanic,0,5
654,Minnesota,2018,Overall,----85+ years,Female,"White, non-Hispanic",76.8,5
655,Minnesota,2018,Overall,----85+ years,Male,"A/PI, non-Hispanic",0,5
656,Minnesota,2018,Overall,----85+ years,Male,"AI/AN, non-Hispanic",0,5
657,Minnesota,2018,Overall,----85+ years,Male,"Black, non-Hispanic",0,5
658,Minnesota,2018,Overall,----85+ years,Male,Hispanic,0,5
659,Minnesota,2018,Overall,----85+ years,Male,"White, non-Hispanic",44,5
660,New Mexico,2018,Overall,----18-29 years,Female,"A/PI, non-Hispanic",0,6
661,New Mexico,2018,Overall,----18-29 years,Female,"AI/AN, non-Hispanic",0,6
662,New Mexico,2018,Overall,----18-29 years,Female,"Black, non-Hispanic",0,6
663,New Mexico,2018,Overall,----18-29 years,Female,Hispanic,0,6
664,New Mexico,2018,Overall,----18-29 years,Female,"White, non-Hispanic",18.3,6
665,New Mexico,2018,Overall,----18-29 years,Male,"A/PI, non-Hispanic",0,6
666,New Mexico,2018,Overall,----18-29 years,Male,"AI/AN, non-Hispanic",0,6
667,New Mexico,2018,Overall,----18-29 years,Male,"Black, non-Hispanic",0,6
668,New Mexico,2018,Overall,----18-29 years,Male,Hispanic,0,6
669,New Mexico,2018,Overall,----18-29 years,Male,"White, non-Hispanic",0,6
670,New Mexico,2018,Overall,----30-39 years,Female,"A/PI, non-Hispanic",0,6
671,New Mexico,2018,Overall,----30-39 years,Female,"AI/AN, non-Hispanic",35.1,6
672,New Mexico,2018,Overall,----30-39 years,Female,"Black, non-Hispanic",0,6
673,New Mexico,2018,Overall,----30-39 years,Female,Hispanic,3.9,6
674,New Mexico,2018,Overall,----30-39 years,Female,"White, non-Hispanic",6,6
675,New Mexico,2018,Overall,----30-39 years,Male,"A/PI, non-Hispanic",60.9,6
676,New Mexico,2018,Overall,----30-39 years,Male,"AI/AN, non-Hispanic",0,6
677,New Mexico,2018,Overall,----30-39 years,Male,"Black, non-Hispanic",59.7,6
678,New Mexico,2018,Overall,----30-39 years,Male,Hispanic,11.8,6
679,New Mexico,2018,Overall,----30-39 years,Male,"White, non-Hispanic",5.6,6
680,New Mexico,2018,Overall,----40-49 years,Female,"A/PI, non-Hispanic",0,6
681,New Mexico,2018,Overall,----40-49 years,Female,"AI/AN, non-Hispanic",92.3,6
682,New Mexico,2018,Overall,----40-49 years,Female,"Black, non-Hispanic",0,6
683,New Mexico,2018,Overall,----40-49 years,Female,Hispanic,4.8,6
684,New Mexico,2018,Overall,----40-49 years,Female,"White, non-Hispanic",13.3,6
685,New Mexico,2018,Overall,----40-49 years,Male,"A/PI, non-Hispanic",0,6
686,New Mexico,2018,Overall,----40-49 years,Male,"AI/AN, non-Hispanic",109.3,6
687,New Mexico,2018,Overall,----40-49 years,Male,"Black, non-Hispanic",0,6
688,New Mexico,2018,Overall,----40-49 years,Male,Hispanic,4.9,6
689,New Mexico,2018,Overall,----40-49 years,Male,"White, non-Hispanic",19.4,6
690,New Mexico,2018,Overall,----65-74 years,Female,"A/PI, non-Hispanic",0,6
691,New Mexico,2018,Overall,----65-74 years,Female,"AI/AN, non-Hispanic",0,6
692,New Mexico,2018,Overall,----65-74 years,Female,"Black, non-Hispanic",0,6
693,New Mexico,2018,Overall,----65-74 years,Female,Hispanic,72.5,6
694,New Mexico,2018,Overall,----65-74 years,Female,"White, non-Hispanic",43.2,6
695,New Mexico,2018,Overall,----65-74 years,Male,"A/PI, non-Hispanic",0,6
696,New Mexico,2018,Overall,----65-74 years,Male,"AI/AN, non-Hispanic",0,6
697,New Mexico,2018,Overall,----65-74 years,Male,"Black, non-Hispanic",0,6
